data_source,time_scale,time_id,k,theta,num_matches,num_recruits,mdd,med,dist90,log_like,iteration
simulation_subsample,monsoonal,SWM,-2.34744335014264,5,2,67,5.05338009642597,4.818,9.4584,-209.839253312482,2
genetics,annual,2012,-3.23720400358831,3.49226647878799,4,63,12.6051349442852,11.6175,24.2968,-23.7969915530102,2
genetics,annual,2013,0.11340338220716,0.461728153114643,24,150,7.62401695776266,3.3564,19.3099,-125.735244962495,2
genetics,annual,2014,1.53747403503184,0.280924904639359,15,181,54.5424441320042,13.9976,133.3856,-95.4958874825152,2
genetics,total_years,2012-4,-3.32693549349156,5,43,394,13.4576738358166,12.8309,25.1888,-250.489329784275,2
genetics,monsoonal,NEM,0.726022582543662,0.389965668740287,8,65,10.1421283474486,3.826,25.7353,-37.2118634677962,2
genetics,monsoonal,SWM,-3.36576397811139,5,14,192,13.9904922426824,13.3389,26.186,-89.0255953073314,2
simulation,annual,2012,-0.379265846395154,0.635427699502485,165531,340446,3.77473292973031,2.0913,9.2994,-724835.320494593,3
simulation,annual,2013,-0.641307974990122,0.679577027219483,145205,317731,4.0712435049915,2.3471,9.9441,-663610.52149245,3
simulation,annual,2014,0.0846287391339869,0.562700657018645,152578,297086,3.5047554114338,1.7941,8.7512,-629049.608621795,3
simulation,total_years,2012-4,-0.30637390618574,0.620506629620515,463314,955263,3.76631270235363,2.0561,9.3052,-2020969.09963428,3
simulation,monsoonal,NEM,-0.426017930485268,0.655882517558451,440792,827475,3.61380175541749,2.0407,8.8677,-1864600.69345601,3
simulation,monsoonal,SWM,0.262103456105374,0.465122587024004,22522,127788,6.34964471902851,2.8125,16.077,-127669.389259623,3
simulation_subsample,annual,2012,-0.849823293731084,0.809119761185256,3,63,3.35293450443011,2.119,7.9865,-98.4145342801642,3
simulation_subsample,annual,2013,-2.33093033692802,5,16,150,4.97061876420402,4.7391,9.3035,-460.465633249305,3
simulation_subsample,annual,2014,-2.34031104606501,5,12,181,5.01746608004613,4.7838,9.3912,-478.331556114116,3
simulation_subsample,total_years,2012-4,-2.33584590666191,5,31,394,4.99511233797551,4.7625,9.3494,-1136.29781397811,3
simulation_subsample,monsoonal,NEM,-2.34112971274551,5,31,346,5.02157539419618,4.7877,9.3989,-989.931798450313,3
simulation_subsample,monsoonal,SWM,-2.30052481272841,5,0,48,4.82175904219585,4.5972,9.0249,-145.914015382825,3
genetics,annual,2012,-3.22722989465602,3.48071622168972,4,63,12.4846675952999,11.5021,24.0723,-23.6187736507769,3
genetics,annual,2013,-0.0277410846978298,0.481717696392263,24,150,7.23908823177758,3.3,18.2966,-118.796692849072,3
genetics,annual,2014,1.82372640376323,0.273159707015796,17,181,53.6903267387718,13.25,130.4646,-102.802384394991,3
genetics,total_years,2012-4,-0.0628237439459229,0.437350738854994,45,394,11.8515146191008,4.979,30.0709,-252.646424217414,3
genetics,monsoonal,NEM,1.34203124933504,0.346298477306942,7,59,11.8794952684525,3.954,29.9568,-27.3293242500456,3
genetics,monsoonal,SWM,-3.34794446849739,5,14,184,13.7433966313925,13.1033,25.7235,-83.8688741048435,3
simulation,annual,2012,-0.398737107714739,0.639118070438065,165625,340446,3.78469282166692,2.1042,9.3172,-726743.886479892,4
simulation,annual,2013,-0.636762166152574,0.677916302343389,144500,317731,4.07903924243773,2.3483,9.9664,-661176.810767137,4
simulation,annual,2014,0.0844559623457849,0.562956556078847,152651,297086,3.49977668697171,1.7921,8.7384,-628451.060688253,4
simulation,total_years,2012-4,-0.311388938188212,0.621312344825386,462776,955263,3.77042092794388,2.06,9.3139,-2019975.32021156,4
simulation,monsoonal,NEM,-0.431996798203487,0.657195291949459,440181,826525,3.6153345256418,2.044,8.8692,-1861901.25533021,4
simulation,monsoonal,SWM,0.242156594357536,0.466484628046889,22595,128738,6.39037233042645,2.8375,16.178,-128690.085245255,4
simulation_subsample,annual,2012,-0.849823293731084,0.809119761185256,3,63,3.35293450443011,2.119,7.9865,-98.4145342801642,4
simulation_subsample,annual,2013,-2.3469918034757,4.08913005895662,18,150,5.10252227096105,4.7817,9.6963,-467.078700066895,4
simulation_subsample,annual,2014,-2.3314795278615,5,13,181,4.97334933269623,4.7417,9.3086,-470.248115056737,4
simulation_subsample,total_years,2012-4,-2.36188066120463,4.33555767373789,34,394,5.1597714709063,4.8618,9.7586,-1139.10333841124,4
simulation_subsample,monsoonal,NEM,-2.35919829111727,4.24083343324952,33,363,5.15276830175433,4.8454,9.7625,-1051.15131671991,4
simulation_subsample,monsoonal,SWM,-2.35913527811371,5,1,31,5.1128106041141,4.8747,9.5697,-86.896592682962,4
genetics,annual,2012,-1.73000827374631,0.525840576183771,1,63,27.6276464710716,13.4747,69.4059,-6.94179727468926,4
genetics,annual,2013,-0.702692428714479,0.560787967376974,17,150,7.79448318159523,3.9806,19.4689,-82.1675005297384,4
genetics,annual,2014,5.60116545598317,0.15,10,181,10601.8251048698,818.6292,18504.2678,-67.096960539104,4
genetics,total_years,2012-4,-0.197291042223343,0.421244408782621,28,394,16.4894745700758,6.6966,41.8642,-165.247889444191,4
genetics,monsoonal,NEM,4.30296045125139,0.203561912587673,4,64,157.486562896602,23.9544,343.1445,-18.0625502545751,4
genetics,monsoonal,SWM,-0.367347473671395,0.355969065620392,5,188,54.2133426477957,18.601,136.9957,-32.1925313106673,4
simulation,annual,2012,-0.390122723305729,0.637164651126862,165162,340446,3.78570282014216,2.1008,9.3232,-724480.692441114,5
simulation,annual,2013,-0.637560963478397,0.677864595335281,144650,317731,4.0831225216404,2.3505,9.9764,-663155.956603682,5
simulation,annual,2014,0.0833422037968993,0.56278956856132,152479,297086,3.50732315489898,1.7956,8.7575,-628940.840844965,5
simulation,total_years,2012-4,-0.308705399685225,0.620534293289469,462291,955263,3.77459459103215,2.0607,9.3256,-2020121.56768243,5
simulation,monsoonal,NEM,-0.428895959321328,0.656072862395209,439956,827470,3.62129321760682,2.0453,8.8857,-1864390.5014644,5
simulation,monsoonal,SWM,0.286230633692848,0.461534989782865,22335,127793,6.42657123664482,2.8282,16.2773,-126720.315575783,5
simulation_subsample,annual,2012,-0.361456847129259,0.692676483524176,2,63,2.92860410036884,1.7068,7.1348,-93.9190114776793,5
simulation_subsample,annual,2013,-2.3314205935724,5,19,150,4.97305624052556,4.7415,9.3081,-443.810268164991,5
simulation_subsample,annual,2014,-2.30573225827044,5,13,181,4.846933580454,4.6212,9.072,-467.854152528666,5
simulation_subsample,total_years,2012-4,-2.31863401728946,5,34,394,4.90987268905228,4.6812,9.1898,-1101.17214530489,5
simulation_subsample,monsoonal,NEM,-2.32164215864904,5,34,343,4.92466451695899,4.6953,9.2175,-962.404395974403,5
simulation_subsample,monsoonal,SWM,-2.29282941052766,5,0,51,4.7847960719225,4.562,8.9557,-138.580666589292,5
genetics,annual,2012,-3.21678034436101,3.32092005222549,4,63,12.4247452666081,11.3834,24.0688,-22.4419171522236,5
genetics,annual,2013,-3.25816383171321,5,24,150,12.5632743910011,11.9782,23.5147,-128.511983756114,5
genetics,annual,2014,2.18870952138583,0.27295810927912,18,181,37.5440901250089,9.2557,91.214,-94.7883786436808,5
genetics,total_years,2012-4,0.127259533361751,0.418821408758916,46,394,12.2953599392383,4.9668,31.2173,-262.177974155098,5
genetics,monsoonal,NEM,0.945823205534347,0.365899746672411,6,62,12.1332071140409,4.2877,30.7119,-27.7374888965,5
genetics,monsoonal,SWM,-3.35980440253999,5,14,184,13.9073628010151,13.2597,26.0304,-89.0721948686127,5
simulation,annual,2012,-0.393251964227053,0.63815279784908,165672,340446,3.78051262612494,2.0999,9.3087,-725805.843395485,6
simulation,annual,2013,-0.638532826656654,0.678324849752578,144814,317731,4.07976551528105,2.3495,9.9673,-662899.327426594,6
simulation,annual,2014,0.0804498966273001,0.563439842564631,152856,297086,3.50327797495977,1.7949,8.7464,-630380.253231704,6
simulation,total_years,2012-4,-0.311374795116298,0.621304907045861,463342,955263,3.77050398997968,2.0601,9.3141,-2022640.85071406,6
simulation,monsoonal,NEM,-0.428798772300415,0.656432764331417,440921,827062,3.61542518637422,2.0426,8.8707,-1865627.82915588,6
simulation,monsoonal,SWM,0.208706965884596,0.470226541777464,22421,128201,6.36938730765395,2.8469,16.1188,-127941.692040653,6
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,2,63,3.35772819606332,2.1258,7.9934,-98.2839043396473,6
simulation_subsample,annual,2013,-2.29849019286605,3.00402457291669,19,150,5.03291193068407,4.5523,9.8534,-502.187355741239,6
simulation_subsample,annual,2014,-2.32843643817202,5,11,181,4.95823798886842,4.7273,9.2803,-476.919453975237,6
simulation_subsample,total_years,2012-4,-2.34480704616477,3.69091438714058,32,394,5.13452998231333,4.7615,9.8453,-1181.78368209659,6
simulation_subsample,monsoonal,NEM,-2.34858414455856,3.60501369099397,31,346,5.16596405801357,4.7783,9.9274,-1045.81985089187,6
simulation_subsample,monsoonal,SWM,-2.30402695140139,5,1,48,4.83867511493581,4.6133,9.0566,-131.439543018148,6
genetics,annual,2012,-3.1513746240673,3.04899705756871,5,63,11.7809142206035,10.677,23.0272,-26.0435289170579,6
genetics,annual,2013,-3.24315465241328,5,28,150,12.3761179984642,11.7997,23.1644,-142.35662780625,6
genetics,annual,2014,-3.37952098752476,5,15,181,14.1842895554697,13.5237,26.5488,-98.9652573152311,6
genetics,total_years,2012-4,-3.31805514163442,5,48,394,13.3386940301461,12.7175,24.9661,-273.670593821594,6
genetics,monsoonal,NEM,-0.998539076838723,0.570082817469793,5,62,9.89481339843349,5.1106,24.6749,-26.0446100291461,6
genetics,monsoonal,SWM,-3.32353847589302,5,22,197,13.4120354420621,12.7874,25.1033,-128.278252570039,6
simulation,annual,2012,-0.364922886497032,0.632424399637312,165387,340446,3.77300388682615,2.0842,9.3005,-723760.426088008,7
simulation,annual,2013,-0.637524348369878,0.678042207371466,144570,317731,4.08014526562055,2.3492,9.9688,-661979.214830426,7
simulation,annual,2014,0.0765055939461898,0.564143687341766,152978,297086,3.50179900316491,1.7957,8.7416,-630741.970988321,7
simulation,total_years,2012-4,-0.302230949705048,0.619574197861787,462935,955263,3.76787679734278,2.055,9.3107,-2019989.66957442,7
simulation,monsoonal,NEM,-0.421292148110921,0.654766981570849,440322,826937,3.61386177147687,2.0387,8.8698,-1862757.98824372,7
simulation,monsoonal,SWM,0.24333351420983,0.466976737857172,22613,128326,6.35182812898894,2.8228,16.0796,-128471.013027741,7
simulation_subsample,annual,2012,-0.900689787021712,0.82476535048038,3,63,3.39690950604238,2.1665,8.0674,-98.4742191699884,7
simulation_subsample,annual,2013,-2.34382613703347,5,18,150,5.03513396366575,4.8006,9.4243,-461.725953782712,7
simulation_subsample,annual,2014,-2.3092559730971,5,12,181,4.86404291868631,4.6375,9.104,-460.272560865663,7
simulation_subsample,total_years,2012-4,-2.33205127807782,5,33,394,4.97619365929771,4.7444,9.314,-1122.14551300369,7
simulation_subsample,monsoonal,NEM,-2.33484601465766,5,32,352,4.99012026127316,4.7577,9.34,-1015.62304397234,7
simulation_subsample,monsoonal,SWM,-2.31344676473737,5,1,42,4.88446988176473,4.657,9.1423,-106.398196830206,7
genetics,annual,2012,-3.22722989465602,3.48071622168972,4,63,12.4846675952999,11.5021,24.0723,-23.6187736507769,7
genetics,annual,2013,-3.23502537597495,5,31,150,12.2759169468613,11.7042,22.9769,-157.908792810479,7
genetics,annual,2014,4.45130924064817,0.190505736162116,16,181,374.45063059905,50.0055,786.0484,-92.2162608020764,7
genetics,total_years,2012-4,0.118078116801405,0.422905087777656,51,394,11.779043234888,4.801,29.904,-294.261347368701,7
genetics,monsoonal,NEM,0.246164645911138,0.430128980558197,7,55,9.47870785205987,3.9233,24.0584,-30.6745952605819,7
genetics,monsoonal,SWM,-3.33279450189531,5,20,196,13.5367538990716,12.9063,25.3368,-122.201995311602,7
simulation,annual,2012,-0.381443342491781,0.635960972343666,165890,340446,3.77371148002763,2.0918,9.2959,-725563.906706661,8
simulation,annual,2013,-0.651683011986194,0.681148179361932,144725,317731,4.08879320054244,2.3603,9.9839,-663658.987363403,8
simulation,annual,2014,0.0662338737684661,0.565688083722108,152988,297086,3.50438417883133,1.8004,8.7457,-630881.99497517,8
simulation,total_years,2012-4,-0.316242661767777,0.622255452768325,463603,955263,3.77146113983189,2.0625,9.3148,-2023672.64065437,8
simulation,monsoonal,NEM,-0.434420922022767,0.657589403945294,441449,827907,3.61809036088259,2.0463,8.8753,-1868541.75452681,8
simulation,monsoonal,SWM,0.255105408749052,0.464696660177963,22154,127356,6.42152213496576,2.8422,16.2597,-125861.185203399,8
simulation_subsample,annual,2012,-1.61171665410685,1.12056373563267,3,63,4.32420106688947,3.1269,9.7706,-102.161495515753,8
simulation_subsample,annual,2013,-2.33051846451987,5,17,150,4.96857192503089,4.7372,9.2997,-455.810605674404,8
simulation_subsample,annual,2014,-2.31808267493443,5,11,181,4.90716641439146,4.6786,9.1848,-466.38929361272,8
simulation_subsample,total_years,2012-4,-2.33011673881412,5,31,394,4.96657632283691,4.7353,9.296,-1118.38211258207,8
simulation_subsample,monsoonal,NEM,-2.3328735283375,5,31,354,4.98028701847849,4.7483,9.3216,-1015.42182991996,8
simulation_subsample,monsoonal,SWM,-2.30572735192856,5,0,40,4.8469097997991,4.6212,9.072,-102.79733348272,8
genetics,annual,2012,-3.41562539624309,4.99832847404039,2,63,14.7059258397265,14.0207,27.5257,-13.139874161396,8
genetics,annual,2013,-3.26938041476506,5,21,150,12.7049846684274,12.1133,23.7799,-109.42042566836,8
genetics,annual,2014,1.48809635890809,0.293267374673279,17,181,38.5960929048405,10.4962,95.2105,-104.277136991331,8
genetics,total_years,2012-4,-0.0662893779104064,0.424599390935784,40,394,13.8659876620408,5.6723,35.2006,-238.66921009301,8
genetics,monsoonal,NEM,7.80321763317381,0.15,4,49,1172.30740713361,90.5207,2046.128,-12.8595988881516,8
genetics,monsoonal,SWM,-3.38001307566663,5,12,202,14.1912711938106,13.5304,26.5618,-79.4076361167777,8
simulation,annual,2012,-0.385155527945547,0.636571514435609,165594,340446,3.77716856364521,2.0949,9.3033,-725597.545696061,9
simulation,annual,2013,-0.63515015662397,0.677847341470221,144925,317731,4.07356500885713,2.345,9.9531,-663187.088065606,9
simulation,annual,2014,0.0849762424151698,0.562886387544766,152674,297086,3.49948522688541,1.7918,8.7378,-628509.624186519,9
simulation,total_years,2012-4,-0.306205967589596,0.620477193989212,463193,955263,3.76622115500898,2.056,9.305,-2020835.71182818,9
simulation,monsoonal,NEM,-0.425233121340078,0.655796651971381,440960,827836,3.61228246887276,2.0397,8.8641,-1865201.90073301,9
simulation,monsoonal,SWM,0.253351911669599,0.465201255431932,22233,127427,6.40042857410182,2.8354,16.2055,-126517.617729785,9
simulation_subsample,annual,2012,-2.88563060557089,5,3,63,8.6559297018731,8.2528,16.2013,-103.972189232175,9
simulation_subsample,annual,2013,-2.36620173567703,5,15,150,5.14906736817956,4.9093,9.6375,-475.954082868328,9
simulation_subsample,annual,2014,-2.34029191754447,5,12,181,5.01737010426113,4.7837,9.391,-478.149405795162,9
simulation_subsample,total_years,2012-4,-2.36456964678087,4.68746473966847,30,394,5.15336716540829,4.8884,9.6892,-1146.88450443357,9
simulation_subsample,monsoonal,NEM,-2.35121001735919,5,30,352,5.07245039074691,4.8362,9.4941,-979.737694629456,9
simulation_subsample,monsoonal,SWM,-2.3130507069967,2.88347616260051,0,42,5.14306962340452,4.6258,10.1152,-154.437269935704,9
genetics,annual,2012,-3.39655645607374,4.59464509641099,2,63,14.4766878831562,13.7097,27.2585,-11.8249590424137,9
genetics,annual,2013,-3.25693503548013,5,25,150,12.5478461677669,11.9635,23.4858,-132.096894916199,9
genetics,annual,2014,1.53111834763483,0.247686985046641,7,181,201.566553323881,43.0036,476.6151,-42.8264806026874,9
genetics,total_years,2012-4,-3.34209376895267,5,34,394,13.6632229118506,13.0269,25.5735,-198.416193390808,9
genetics,monsoonal,NEM,-0.266207966778368,0.456063986809102,5,62,11.8151720232296,5.1475,29.94,-24.5541198693001,9
genetics,monsoonal,SWM,-3.41684510378234,5,8,202,14.7237096976545,14.038,27.5584,-54.9634860068725,9
simulation,annual,2012,-0.381415837715641,0.635914413965347,165614,340446,3.77441356064298,2.0921,9.2977,-724441.016607181,10
simulation,annual,2013,-0.64522648612294,0.679890718127916,144746,317731,4.08226303347882,2.3541,9.9704,-662755.931899904,10
simulation,annual,2014,0.0820365946355021,0.563008790927568,152229,297086,3.50711341219428,1.796,8.7566,-627336.202966467,10
simulation,total_years,2012-4,-0.309565093299535,0.620937232443797,462589,955263,3.77042782223234,2.0592,9.3146,-2018078.59841809,10
simulation,monsoonal,NEM,-0.431274201894744,0.65685062157579,440066,827150,3.61798592242591,2.0449,8.8763,-1861507.74518911,10
simulation,monsoonal,SWM,0.280710952612111,0.462804390492563,22523,128113,6.37946539533102,2.814,16.1561,-127638.243097034,10
simulation_subsample,annual,2012,-0.561925809707191,0.73949093156509,3,63,3.05226817178325,1.8433,7.3683,-94.3918966514228,10
simulation_subsample,annual,2013,-2.37489882659821,5,15,150,5.19404523281365,4.9521,9.7217,-475.202378923326,10
simulation_subsample,annual,2014,-2.32313634537467,5,13,181,4.93202838543565,4.7023,9.2313,-472.509622890866,10
simulation_subsample,total_years,2012-4,-2.34502136254383,5,31,394,5.04115568216608,4.8064,9.4355,-1138.18192306986,10
simulation_subsample,monsoonal,NEM,-2.35195076903728,5,31,348,5.07620920888937,4.8398,9.5012,-996.605839499653,10
simulation_subsample,monsoonal,SWM,-2.20265803877626,2.41502255801901,0,46,4.79280209932355,4.1948,9.6307,-130.664599646428,10
genetics,annual,2012,-3.39655645607374,4.59464509641099,2,63,14.4766878831562,13.7097,27.2585,-11.8249590424137,10
genetics,annual,2013,0.610726995662838,0.407330807127317,22,150,8.83882358651319,3.4786,22.4421,-110.334924187615,10
genetics,annual,2014,1.57112661803603,0.25777180057589,11,181,125.138134081944,28.3793,299.4975,-74.8999024357994,10
genetics,total_years,2012-4,0.404476979368499,0.372568734339575,35,394,18.5497874509245,6.6806,46.9958,-207.008734688757,10
genetics,monsoonal,NEM,1.15830344905666,0.34474146699881,6,66,14.7397126968507,4.8813,37.1554,-25.7051911749558,10
genetics,monsoonal,SWM,-3.37748130055652,5,12,204,14.1553875304717,13.4961,26.4947,-75.7708281187294,10
simulation,annual,2012,-0.384234392855646,0.636385706877046,165596,340446,3.77690120856713,2.0944,9.3029,-725108.065221786,11
simulation,annual,2013,-0.642786222990659,0.679423457195559,144869,317731,4.07969530363074,2.3517,9.965,-663793.247045927,11
simulation,annual,2014,0.0775054363159735,0.563854281858966,152615,297086,3.50458034201794,1.7965,8.749,-628695.981814693,11
simulation,total_years,2012-4,-0.31082259235988,0.621231781952814,463080,955263,3.76976312227194,2.0595,9.3124,-2021122.24869496,11
simulation,monsoonal,NEM,-0.430233170622393,0.656663623646522,440722,827767,3.61707993650218,2.044,8.8744,-1865071.00103747,11
simulation,monsoonal,SWM,0.268997396437124,0.463729704887461,22358,127496,6.39467838764393,2.8254,16.1932,-127091.902897753,11
simulation_subsample,annual,2012,-0.651011491750048,0.762094249643196,3,63,3.11739675519094,1.9123,7.4926,-95.1502993173924,11
simulation_subsample,annual,2013,-2.30802345539298,3.23415109484021,19,150,5.02503267865558,4.5889,9.7608,-491.522319808929,11
simulation_subsample,annual,2014,-2.34510748313663,5,13,181,5.0415898481769,4.8068,9.4364,-476.037568919416,11
simulation_subsample,total_years,2012-4,-2.34657512544138,3.77760053510431,35,394,5.1325980032537,4.7716,9.8208,-1166.14739627009,11
simulation_subsample,monsoonal,NEM,-2.35516430163235,3.71967776477857,35,345,5.1841835417259,4.8116,9.9335,-1022.43144387367,11
simulation_subsample,monsoonal,SWM,-2.26456147221615,5,0,49,4.65143357361601,4.4348,8.7061,-138.757649719489,11
genetics,annual,2012,-3.18466777733284,3.13294668163113,4,63,12.1290766801436,11.0317,23.6386,-22.2580083512457,11
genetics,annual,2013,-3.26740860363463,5,24,150,12.6799575207594,12.0894,23.7331,-133.490404162033,11
genetics,annual,2014,2.34671259754031,0.244076717471971,11,181,105.345355096002,21.9621,247.9006,-62.0870103429906,11
genetics,total_years,2012-4,-3.33438485823354,5,39,394,13.5582992893169,12.9269,25.3771,-231.117635164926,11
genetics,monsoonal,NEM,-3.02432798101433,2.5564481457906,7,57,10.742510217479,9.4898,21.4318,-35.0724689511536,11
genetics,monsoonal,SWM,-3.37243158230688,5,14,210,14.0840869870673,13.4282,26.3612,-92.7219037955815,11
simulation,annual,2012,-0.38900488296131,0.637253331606258,165648,340446,3.779943416718,2.0978,9.3089,-725875.670530471,12
simulation,annual,2013,-0.638437408223553,0.67891889379218,145206,317731,4.06995806461453,2.345,9.9422,-663888.856145714,12
simulation,annual,2014,0.097034979086604,0.561135326407081,152862,297086,3.49560547706619,1.786,8.7307,-629212.568262002,12
simulation,total_years,2012-4,-0.304679189456593,0.620277665932094,463716,955263,3.76414003817852,2.0544,9.3002,-2022584.0614306,12
simulation,monsoonal,NEM,-0.421307653808395,0.655081002431629,441183,827208,3.60908908829128,2.0366,8.8575,-1865204.39942315,12
simulation,monsoonal,SWM,0.208930730042959,0.470595385254374,22533,128055,6.34518948475413,2.838,16.057,-128454.392146182,12
simulation_subsample,annual,2012,-1.03333746676072,0.8688360022336,3,63,3.51955239842761,2.2994,8.2908,-98.5638012469531,12
simulation_subsample,annual,2013,-2.28028134731715,2.55671748448439,17,150,5.10457320004248,4.5094,10.1837,-508.641171756269,12
simulation_subsample,annual,2014,-2.3446463354633,5,12,181,5.03926546673126,4.8046,9.432,-484.061870052476,12
simulation_subsample,total_years,2012-4,-2.32970493272784,3.19160144496458,32,394,5.14464124890293,4.6903,10.0069,-1198.91075908291,12
simulation_subsample,monsoonal,NEM,-2.33127987857996,3.07939812531659,31,340,5.18013202130918,4.7009,10.1143,-1047.40924327424,12
simulation_subsample,monsoonal,SWM,-2.30847389797101,5,1,54,4.86024035884493,4.6339,9.0969,-143.345817623065,12
genetics,annual,2012,-3.28369202251699,3.56623698904043,3,63,13.1749971797351,12.1717,25.3442,-16.01569451824,12
genetics,annual,2013,-3.28958710232379,5,20,150,12.9643216708487,12.3606,24.2654,-113.988181840358,12
genetics,annual,2014,1.41899764491638,0.271550473668733,9,181,85.3124297216296,20.878,207.0093,-53.5407278340232,12
genetics,total_years,2012-4,-3.35466761199242,5,32,394,13.8361067615959,13.1917,25.8971,-192.055282337436,12
genetics,monsoonal,NEM,-1.20508411011802,0.643339680553775,5,51,8.31740584094996,4.6428,20.4593,-23.5686409035613,12
genetics,monsoonal,SWM,-3.39991516371902,5,11,216,14.4765363933421,13.8023,27.0958,-74.1264010289727,12
simulation,annual,2012,-0.394908570099382,0.638359990447419,165743,340446,3.78321679979469,2.1019,9.315,-726822.588700444,13
simulation,annual,2013,-0.647059093937482,0.68074662332052,145171,317731,4.07623948641428,2.3523,9.954,-664546.982526156,13
simulation,annual,2014,0.077491702547104,0.563651842517882,152474,297086,3.50903347813775,1.7984,8.7604,-629779.525384873,13
simulation,total_years,2012-4,-0.316214786751648,0.622212655942969,463388,955263,3.77213811646971,2.0628,9.3165,-2024630.02068865,13
simulation,monsoonal,NEM,-0.435511696648768,0.657658608764574,440706,827382,3.62098297256417,2.048,8.8822,-1867503.01723991,13
simulation,monsoonal,SWM,0.241497119308376,0.467722106156055,22682,127881,6.31686017903148,2.811,15.9899,-128654.057394513,13
simulation_subsample,annual,2012,-0.858536452725457,0.812072105578897,3,63,3.35772819606332,2.1258,7.9934,-98.2839043396473,13
simulation_subsample,annual,2013,-2.33966488496277,5,19,150,5.01422503586455,4.7807,9.3851,-456.578007946344,13
simulation_subsample,annual,2014,-2.34144686046007,5,12,181,5.02316822792433,4.7892,9.4019,-471.334134591992,13
simulation_subsample,total_years,2012-4,-2.34097504667491,5,34,394,5.02079878692067,4.787,9.3974,-1125.70787644805,13
simulation_subsample,monsoonal,NEM,-2.34139960458866,5,33,333,5.02293085934105,4.789,9.4014,-944.535559797745,13
simulation_subsample,monsoonal,SWM,-2.33898457965403,5,1,61,5.01081499202041,4.7775,9.3788,-181.170321375218,13
